breed,category,characteristic,star
Huskita, All Around Friendliness,Dog Friendly,2
Huskita, All Around Friendliness,Friendly Toward Strangers,3
Huskita, Health And Grooming Needs,Amount Of Shedding,4
Huskita, Health And Grooming Needs,Drooling Potential,3
Huskita, Health And Grooming Needs,Easy To Groom,1
Huskita, Health And Grooming Needs,General Health,4
Huskita, Health And Grooming Needs,Potential For Weight Gain,3
Huskita, Health And Grooming Needs,Size,4
Huskita, Trainability,Easy To Train,2
Huskita, Trainability,Intelligence,3
Huskita, Trainability,Potential For Mouthiness,3
Huskita, Trainability,Prey Drive,4
Huskita, Trainability,Tendency To Bark Or Howl,5
Huskita, Trainability,Wanderlust Potential,5
Huskita, Physical Needs,Energy Level,4
Huskita, Physical Needs,Intensity,4
Huskita, Physical Needs,Exercise Needs,5
Huskita, Physical Needs,Potential For Playfulness,5
Kyi-Leo, Adaptability,Adapts Well To Apartment Living,5
Kyi-Leo, Adaptability,Good For Novice Owners,4
Kyi-Leo, Adaptability,Sensitivity Level,3
Kyi-Leo, Adaptability,Tolerates Being Alone,4
Kyi-Leo, Adaptability,Tolerates Cold Weather,5
Kyi-Leo, Adaptability,Tolerates Hot Weather,2
Kyi-Leo, All Around Friendliness,Affectionate With Family,5
Kyi-Leo, All Around Friendliness,Kid-Friendly,5
Kyi-Leo, All Around Friendliness,Dog Friendly,4
Kyi-Leo, All Around Friendliness,Friendly Toward Strangers,3
Kyi-Leo, Health And Grooming Needs,Amount Of Shedding,2
Kyi-Leo, Health And Grooming Needs,Drooling Potential,1
Kyi-Leo, Health And Grooming Needs,Easy To Groom,2
Kyi-Leo, Health And Grooming Needs,General Health,3
Kyi-Leo, Health And Grooming Needs,Potential For Weight Gain,3
Kyi-Leo, Health And Grooming Needs,Size,2
Kyi-Leo, Trainability,Easy To Train,3
Kyi-Leo, Trainability,Intelligence,3
Kyi-Leo, Trainability,Potential For Mouthiness,4
Kyi-Leo, Trainability,Prey Drive,1
Kyi-Leo, Trainability,Tendency To Bark Or Howl,4
Kyi-Leo, Trainability,Wanderlust Potential,2
Kyi-Leo, Physical Needs,Energy Level,4
Kyi-Leo, Physical Needs,Intensity,3
Kyi-Leo, Physical Needs,Exercise Needs,2
Kyi-Leo, Physical Needs,Potential For Playfulness,4
Irish Terrier, Adaptability,Adapts Well To Apartment Living,3
Irish Terrier, Adaptability,Good For Novice Owners,2
Irish Terrier, Adaptability,Sensitivity Level,3
Irish Terrier, Adaptability,Tolerates Being Alone,2
Irish Terrier, Adaptability,Tolerates Cold Weather,4
Irish Terrier, Adaptability,Tolerates Hot Weather,4
Irish Terrier, All Around Friendliness,Affectionate With Family,5
Irish Terrier, All Around Friendliness,Kid-Friendly,5
Irish Terrier, All Around Friendliness,Dog Friendly,1
Irish Terrier, All Around Friendliness,Friendly Toward Strangers,3
Irish Terrier, Health And Grooming Needs,Amount Of Shedding,4
Irish Terrier, Health And Grooming Needs,Drooling Potential,1
Irish Terrier, Health And Grooming Needs,Easy To Groom,2
Irish Terrier, Health And Grooming Needs,General Health,5
Irish Terrier, Health And Grooming Needs,Potential For Weight Gain,3
Irish Terrier, Health And Grooming Needs,Size,3
Irish Terrier, Trainability,Easy To Train,1
Irish Terrier, Trainability,Intelligence,4
Irish Terrier, Trainability,Potential For Mouthiness,1
Irish Terrier, Trainability,Prey Drive,2
Irish Terrier, Trainability,Tendency To Bark Or Howl,4
Irish Terrier, Trainability,Wanderlust Potential,3
Irish Terrier, Physical Needs,Energy Level,5
Irish Terrier, Physical Needs,Intensity,4
Irish Terrier, Physical Needs,Exercise Needs,4
Irish Terrier, Physical Needs,Potential For Playfulness,5
Keeshond, Adaptability,Adapts Well To Apartment Living,4
Keeshond, Adaptability,Good For Novice Owners,4
Keeshond, Adaptability,Sensitivity Level,5
Keeshond, Adaptability,Tolerates Being Alone,1
Keeshond, Adaptability,Tolerates Cold Weather,5
Keeshond, Adaptability,Tolerates Hot Weather,3
Keeshond, All Around Friendliness,Affectionate With Family,5
Keeshond, All Around Friendliness,Kid-Friendly,5
Keeshond, All Around Friendliness,Dog Friendly,4
Keeshond, All Around Friendliness,Friendly Toward Strangers,4
Keeshond, Health And Grooming Needs,Amount Of Shedding,5
Keeshond, Health And Grooming Needs,Drooling Potential,1
Keeshond, Health And Grooming Needs,Easy To Groom,3
Keeshond, Health And Grooming Needs,General Health,3
Keeshond, Health And Grooming Needs,Potential For Weight Gain,4
Keeshond, Health And Grooming Needs,Size,3
Keeshond, Trainability,Easy To Train,4
Keeshond, Trainability,Intelligence,4
Keeshond, Trainability,Potential For Mouthiness,3
Keeshond, Trainability,Prey Drive,3
Keeshond, Trainability,Tendency To Bark Or Howl,4
Keeshond, Trainability,Wanderlust Potential,2
Keeshond, Physical Needs,Energy Level,4
Keeshond, Physical Needs,Intensity,3
Keeshond, Physical Needs,Exercise Needs,3
Keeshond, Physical Needs,Potential For Playfulness,5
Havapoo, Adaptability,Adapts Well To Apartment Living,5
Havapoo, Adaptability,Good For Novice Owners,5
Havapoo, Adaptability,Sensitivity Level,4
Havapoo, Adaptability,Tolerates Being Alone,1
Havapoo, Adaptability,Tolerates Cold Weather,3
Havapoo, Adaptability,Tolerates Hot Weather,4
Havapoo, All Around Friendliness,Affectionate With Family,5
Havapoo, All Around Friendliness,Kid-Friendly,4
Havapoo, All Around Friendliness,Dog Friendly,4
Havapoo, All Around Friendliness,Friendly Toward Strangers,4
Havapoo, Health And Grooming Needs,Amount Of Shedding,1
Havapoo, Health And Grooming Needs,Drooling Potential,1
Havapoo, Health And Grooming Needs,Easy To Groom,1
Havapoo, Health And Grooming Needs,General Health,3
Havapoo, Health And Grooming Needs,Potential For Weight Gain,4
Havapoo, Health And Grooming Needs,Size,2
Havapoo, Trainability,Easy To Train,5
Havapoo, Trainability,Intelligence,5
Havapoo, Trainability,Potential For Mouthiness,3
Havapoo, Trainability,Prey Drive,3
Havapoo, Trainability,Tendency To Bark Or Howl,2
Havapoo, Trainability,Wanderlust Potential,3
Havapoo, Physical Needs,Energy Level,3
Havapoo, Physical Needs,Intensity,2
Havapoo, Physical Needs,Exercise Needs,3
Havapoo, Physical Needs,Potential For Playfulness,5
Havanese, Adaptability,Adapts Well To Apartment Living,5
Havanese, Adaptability,Good For Novice Owners,5
Havanese, Adaptability,Sensitivity Level,4
Havanese, Adaptability,Tolerates Being Alone,1
Havanese, Adaptability,Tolerates Cold Weather,3
Havanese, Adaptability,Tolerates Hot Weather,4
Havanese, All Around Friendliness,Affectionate With Family,5
Havanese, All Around Friendliness,Kid-Friendly,4
Havanese, All Around Friendliness,Dog Friendly,5
Havanese, All Around Friendliness,Friendly Toward Strangers,5
Havanese, Health And Grooming Needs,Amount Of Shedding,2
Havanese, Health And Grooming Needs,Drooling Potential,1
Havanese, Health And Grooming Needs,Easy To Groom,1
Havanese, Health And Grooming Needs,General Health,3
Havanese, Health And Grooming Needs,Potential For Weight Gain,4
Havanese, Health And Grooming Needs,Size,2
Havanese, Trainability,Easy To Train,5
Havanese, Trainability,Intelligence,4
Havanese, Trainability,Potential For Mouthiness,3
Havanese, Trainability,Prey Drive,4
Havanese, Trainability,Tendency To Bark Or Howl,2
Havanese, Trainability,Wanderlust Potential,2
Havanese, Physical Needs,Energy Level,3
Havanese, Physical Needs,Intensity,2
Havanese, Physical Needs,Exercise Needs,3
Havanese, Physical Needs,Potential For Playfulness,5
Huskydoodle, Adaptability,Adapts Well To Apartment Living,2
Huskydoodle, Adaptability,Good For Novice Owners,2
Huskydoodle, Adaptability,Sensitivity Level,3
Huskydoodle, Adaptability,Tolerates Being Alone,2
Huskydoodle, Adaptability,Tolerates Cold Weather,4
Huskydoodle, Adaptability,Tolerates Hot Weather,3
Huskydoodle, All Around Friendliness,Affectionate With Family,4
Huskydoodle, All Around Friendliness,Kid-Friendly,4
Huskydoodle, All Around Friendliness,Dog Friendly,4
Huskydoodle, All Around Friendliness,Friendly Toward Strangers,3
Huskydoodle, Health And Grooming Needs,Amount Of Shedding,3
Huskydoodle, Health And Grooming Needs,Drooling Potential,2
Huskydoodle, Health And Grooming Needs,Easy To Groom,3
Huskydoodle, Health And Grooming Needs,General Health,4
Huskydoodle, Health And Grooming Needs,Potential For Weight Gain,4
Huskydoodle, Health And Grooming Needs,Size,3
Huskydoodle, Trainability,Easy To Train,3
Huskydoodle, Trainability,Intelligence,5
Huskydoodle, Trainability,Potential For Mouthiness,3
Huskydoodle, Trainability,Prey Drive,4
Huskydoodle, Trainability,Tendency To Bark Or Howl,2
Huskydoodle, Trainability,Wanderlust Potential,2
Huskydoodle, Physical Needs,Energy Level,5
Huskydoodle, Physical Needs,Intensity,4
Huskydoodle, Physical Needs,Exercise Needs,5
Huskydoodle, Physical Needs,Potential For Playfulness,4
Hovawart, Adaptability,Adapts Well To Apartment Living,1
Hovawart, Adaptability,Good For Novice Owners,2
Hovawart, Adaptability,Sensitivity Level,3
Hovawart, Adaptability,Tolerates Being Alone,2
Hovawart, Adaptability,Tolerates Cold Weather,4
Hovawart, Adaptability,Tolerates Hot Weather,3
Hovawart, All Around Friendliness,Affectionate With Family,4
Hovawart, All Around Friendliness,Kid-Friendly,4
Hovawart, All Around Friendliness,Dog Friendly,2
Hovawart, All Around Friendliness,Friendly Toward Strangers,2
Hovawart, Health And Grooming Needs,Amount Of Shedding,3
Hovawart, Health And Grooming Needs,Drooling Potential,1
Hovawart, Health And Grooming Needs,Easy To Groom,4
Hovawart, Health And Grooming Needs,General Health,4
Hovawart, Health And Grooming Needs,Potential For Weight Gain,3
Hovawart, Health And Grooming Needs,Size,4
Hovawart, Trainability,Easy To Train,2
Hovawart, Trainability,Intelligence,4
Hovawart, Trainability,Potential For Mouthiness,2
Hovawart, Trainability,Prey Drive,2
Hovawart, Trainability,Tendency To Bark Or Howl,2
Hovawart, Trainability,Wanderlust Potential,2
Hovawart, Physical Needs,Energy Level,4
Hovawart, Physical Needs,Intensity,4
Hovawart, Physical Needs,Exercise Needs,4
Hovawart, Physical Needs,Potential For Playfulness,4
Irish Water Spaniel, Adaptability,Adapts Well To Apartment Living,3
Irish Water Spaniel, Adaptability,Good For Novice Owners,2
Irish Water Spaniel, Adaptability,Sensitivity Level,4
Irish Water Spaniel, Adaptability,Tolerates Being Alone,3
Irish Water Spaniel, Adaptability,Tolerates Cold Weather,4
Irish Water Spaniel, Adaptability,Tolerates Hot Weather,4
Irish Water Spaniel, All Around Friendliness,Affectionate With Family,5
Irish Water Spaniel, All Around Friendliness,Kid-Friendly,5
Irish Water Spaniel, All Around Friendliness,Dog Friendly,4
Irish Water Spaniel, All Around Friendliness,Friendly Toward Strangers,5
Irish Water Spaniel, Health And Grooming Needs,Amount Of Shedding,1
Irish Water Spaniel, Health And Grooming Needs,Drooling Potential,2
Irish Water Spaniel, Health And Grooming Needs,Easy To Groom,3
Irish Water Spaniel, Health And Grooming Needs,General Health,2
Irish Water Spaniel, Health And Grooming Needs,Potential For Weight Gain,3
Irish Water Spaniel, Health And Grooming Needs,Size,3
Irish Water Spaniel, Trainability,Easy To Train,5
Irish Water Spaniel, Trainability,Intelligence,4
Irish Water Spaniel, Trainability,Potential For Mouthiness,3
Irish Water Spaniel, Trainability,Prey Drive,5
Irish Water Spaniel, Trainability,Tendency To Bark Or Howl,4
Irish Water Spaniel, Trainability,Wanderlust Potential,3
Irish Water Spaniel, Physical Needs,Energy Level,5
Irish Water Spaniel, Physical Needs,Intensity,3
Irish Water Spaniel, Physical Needs,Exercise Needs,5
Irish Water Spaniel, Physical Needs,Potential For Playfulness,4
Greyhound, Adaptability,Adapts Well To Apartment Living,4
Greyhound, Adaptability,Good For Novice Owners,2
Greyhound, Adaptability,Sensitivity Level,5
Greyhound, Adaptability,Tolerates Being Alone,1
Greyhound, Adaptability,Tolerates Cold Weather,1
Greyhound, Adaptability,Tolerates Hot Weather,5
Greyhound, All Around Friendliness,Affectionate With Family,5
Greyhound, All Around Friendliness,Kid-Friendly,5
Greyhound, All Around Friendliness,Dog Friendly,4
Greyhound, All Around Friendliness,Friendly Toward Strangers,5
Greyhound, Health And Grooming Needs,Amount Of Shedding,4
Greyhound, Health And Grooming Needs,Drooling Potential,5
Greyhound, Health And Grooming Needs,Easy To Groom,5
Greyhound, Health And Grooming Needs,General Health,4
Greyhound, Health And Grooming Needs,Potential For Weight Gain,5
Greyhound, Health And Grooming Needs,Size,4
Greyhound, Trainability,Easy To Train,5
Greyhound, Trainability,Intelligence,5
Greyhound, Trainability,Potential For Mouthiness,4
Greyhound, Trainability,Prey Drive,5
Greyhound, Trainability,Tendency To Bark Or Howl,2
Greyhound, Trainability,Wanderlust Potential,5
Greyhound, Physical Needs,Energy Level,5
Greyhound, Physical Needs,Intensity,3
Greyhound, Physical Needs,Exercise Needs,5
Greyhound, Physical Needs,Potential For Playfulness,4
Hanoverian Scenthound, Adaptability,Adapts Well To Apartment Living,2
Hanoverian Scenthound, Adaptability,Good For Novice Owners,1
Hanoverian Scenthound, Adaptability,Sensitivity Level,4
Hanoverian Scenthound, Adaptability,Tolerates Being Alone,3
Hanoverian Scenthound, Adaptability,Tolerates Cold Weather,3
Hanoverian Scenthound, Adaptability,Tolerates Hot Weather,3
Hanoverian Scenthound, All Around Friendliness,Affectionate With Family,5
Hanoverian Scenthound, All Around Friendliness,Kid-Friendly,5
Hanoverian Scenthound, All Around Friendliness,Dog Friendly,4
Hanoverian Scenthound, All Around Friendliness,Friendly Toward Strangers,3
Hanoverian Scenthound, Health And Grooming Needs,Amount Of Shedding,2
Hanoverian Scenthound, Health And Grooming Needs,Drooling Potential,1
Hanoverian Scenthound, Health And Grooming Needs,Easy To Groom,4
Hanoverian Scenthound, Health And Grooming Needs,General Health,4
Hanoverian Scenthound, Health And Grooming Needs,Potential For Weight Gain,3
Hanoverian Scenthound, Health And Grooming Needs,Size,4
Hanoverian Scenthound, Trainability,Easy To Train,2
Hanoverian Scenthound, Trainability,Intelligence,4
Hanoverian Scenthound, Trainability,Potential For Mouthiness,2
Hanoverian Scenthound, Trainability,Prey Drive,4
Hanoverian Scenthound, Trainability,Tendency To Bark Or Howl,3
Hanoverian Scenthound, Trainability,Wanderlust Potential,2
Hanoverian Scenthound, Physical Needs,Energy Level,4
Hanoverian Scenthound, Physical Needs,Intensity,3
Hanoverian Scenthound, Physical Needs,Exercise Needs,4
Hanoverian Scenthound, Physical Needs,Potential For Playfulness,4
Horgi, Adaptability,Adapts Well To Apartment Living,2
Horgi, Adaptability,Good For Novice Owners,2
Horgi, Adaptability,Sensitivity Level,4
Horgi, Adaptability,Tolerates Being Alone,2
Horgi, Adaptability,Tolerates Cold Weather,4
Horgi, Adaptability,Tolerates Hot Weather,3
Horgi, All Around Friendliness,Affectionate With Family,5
Horgi, All Around Friendliness,Kid-Friendly,5
Horgi, All Around Friendliness,Dog Friendly,4
Horgi, All Around Friendliness,Friendly Toward Strangers,5
Horgi, Health And Grooming Needs,Amount Of Shedding,4
Horgi, Health And Grooming Needs,Drooling Potential,2
Horgi, Health And Grooming Needs,Easy To Groom,3
Horgi, Health And Grooming Needs,General Health,3
Horgi, Health And Grooming Needs,Potential For Weight Gain,3
Horgi, Health And Grooming Needs,Size,2
Horgi, Trainability,Easy To Train,4
Horgi, Trainability,Intelligence,4
Horgi, Trainability,Potential For Mouthiness,4
Horgi, Trainability,Prey Drive,4
Horgi, Trainability,Tendency To Bark Or Howl,3
Horgi, Trainability,Wanderlust Potential,3
Horgi, Physical Needs,Energy Level,4
Horgi, Physical Needs,Intensity,3
Horgi, Physical Needs,Exercise Needs,4
Horgi, Physical Needs,Potential For Playfulness,4
Great Pyrenees, Adaptability,Adapts Well To Apartment Living,1
Great Pyrenees, Adaptability,Good For Novice Owners,1
Great Pyrenees, Adaptability,Sensitivity Level,4
Great Pyrenees, Adaptability,Tolerates Being Alone,3
Great Pyrenees, Adaptability,Tolerates Cold Weather,5
Great Pyrenees, Adaptability,Tolerates Hot Weather,3
Great Pyrenees, All Around Friendliness,Affectionate With Family,5
Great Pyrenees, All Around Friendliness,Kid-Friendly,4
Great Pyrenees, All Around Friendliness,Dog Friendly,4
Great Pyrenees, All Around Friendliness,Friendly Toward Strangers,3
Great Pyrenees, Health And Grooming Needs,Amount Of Shedding,5
Great Pyrenees, Health And Grooming Needs,Drooling Potential,2
Great Pyrenees, Health And Grooming Needs,Easy To Groom,4
Great Pyrenees, Health And Grooming Needs,General Health,2
Great Pyrenees, Health And Grooming Needs,Potential For Weight Gain,4
Great Pyrenees, Health And Grooming Needs,Size,5
Great Pyrenees, Trainability,Easy To Train,1
Great Pyrenees, Trainability,Intelligence,4
Great Pyrenees, Trainability,Potential For Mouthiness,2
Great Pyrenees, Trainability,Prey Drive,5
